id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
12803,City Hotel,180,2017,July,27,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,80.1,0,1
12804,City Hotel,169,2017,May,18,6,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,0
12805,Resort Hotel,146,2017,June,24,13,2,8,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,88.7,0,0
12806,Resort Hotel,106,2017,May,21,22,1,3,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,119,0,2
12807,Resort Hotel,280,2017,July,27,3,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,112.8,0,0
12808,City Hotel,31,2017,April,14,7,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,159,0,0
12809,City Hotel,225,2017,May,21,24,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0
12810,City Hotel,248,2017,April,15,9,2,0,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58,NULL,0,Transient-Party,80,0,1
12811,City Hotel,93,2017,August,31,4,0,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134,1,1
12812,City Hotel,47,2017,June,24,15,0,2,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130,0,1
12813,City Hotel,156,2017,April,17,26,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,100,0,0
12814,Resort Hotel,47,2017,July,29,21,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,210,0,1
12815,Resort Hotel,302,2017,May,19,9,0,4,2,0,0,HB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,NULL,NULL,0,Transient-Party,81,0,0
12816,Resort Hotel,0,2017,July,29,19,0,1,2,1,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,186,0,0
12817,City Hotel,322,2017,June,25,23,0,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,109.8,0,0
12818,City Hotel,139,2017,April,14,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,46,Transient,95,0,0
12819,City Hotel,31,2017,June,23,9,1,2,2,0,0,SC,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,89,0,0
12820,City Hotel,40,2017,April,17,25,0,2,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,1,No Deposit,NULL,280,0,Transient-Party,110,0,0
12821,Resort Hotel,171,2017,August,35,27,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,75,NULL,0,Transient,121.5,0,0
12822,City Hotel,107,2017,May,18,5,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,NULL,0,Transient,100.09,0,1
12823,Resort Hotel,128,2017,June,24,11,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,65,0,0
12824,Resort Hotel,210,2017,May,18,4,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,50.4,0,1
12825,City Hotel,37,2017,May,18,2,0,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,135.2,0,1
12826,City Hotel,221,2017,June,25,23,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,NULL,0,Transient,89.1,0,2
12827,City Hotel,150,2017,July,29,19,0,1,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0
12828,Resort Hotel,210,2017,July,27,6,2,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,136,0,0
12829,Resort Hotel,62,2017,May,21,22,1,3,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240,NULL,0,Transient,125,0,1
12830,City Hotel,92,2017,April,15,11,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135,0,1
12831,Resort Hotel,244,2017,June,23,9,2,5,3,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,78.55,0,0
12832,City Hotel,296,2017,August,33,16,2,7,2,1,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141.1,0,2
12833,Resort Hotel,200,2017,August,32,12,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143,NULL,0,Transient,106.56,0,1
12834,City Hotel,175,2017,May,20,19,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,44,NULL,0,Transient,90,0,0
12835,City Hotel,107,2017,July,28,9,2,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,136.8,0,0
12836,Resort Hotel,79,2017,May,20,17,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,NULL,0,Transient,80,0,1
12837,Resort Hotel,21,2017,June,25,24,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,468,NULL,0,Transient,114.8,0,0
12838,City Hotel,176,2017,August,32,10,2,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,168,NULL,0,Transient,103.5,0,0
12839,City Hotel,34,2017,June,23,7,1,4,1,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139.6,0,1
12840,City Hotel,4,2017,June,25,24,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,165,0,0
12841,Resort Hotel,17,2017,August,34,26,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NULL,0,Transient,240,0,2
12842,Resort Hotel,351,2017,April,14,8,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,NULL,0,Transient-Party,82,0,0
12843,City Hotel,93,2017,April,14,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,95,0,0
12844,City Hotel,178,2017,July,30,24,1,5,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,211.5,0,1
12845,City Hotel,15,2017,July,27,6,0,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,NULL,0,Transient,237.6,0,1
12846,City Hotel,0,2017,June,25,19,1,1,1,0,0,BB,FIN,Aviation,Corporate,0,0,0,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0
12847,City Hotel,171,2017,June,22,2,0,2,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,126,0,0
12848,City Hotel,242,2017,April,16,22,2,1,2,0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,113.4,0,2
12849,City Hotel,340,2017,August,31,4,1,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,135.9,0,0
12850,Resort Hotel,87,2017,April,15,14,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,76.67,0,1
12851,City Hotel,348,2017,June,22,3,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient,90,0,0
12852,City Hotel,111,2017,August,35,29,1,5,1,0,0,BB,JPN,Direct,Direct,0,0,0,D,D,1,No Deposit,14,NULL,0,Transient,135,0,2
12853,City Hotel,328,2017,July,29,21,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,117,0,0
12854,Resort Hotel,6,2017,August,31,2,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,210,0,2
12855,City Hotel,86,2017,August,31,3,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient-Party,112.5,0,3
12856,City Hotel,111,2017,April,17,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,NULL,0,Transient,120,0,0
12857,City Hotel,162,2017,April,13,1,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296,NULL,0,Transient-Party,98,0,0
12858,City Hotel,25,2017,August,34,26,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,184.5,0,3
12859,City Hotel,46,2017,June,23,6,0,4,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,210,0,1
12860,City Hotel,8,2017,July,28,9,2,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,128,0,1
12861,City Hotel,420,2017,May,20,20,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
12862,City Hotel,2,2017,May,20,20,0,1,1,0,0,BB,IND,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,95,0,0
12863,City Hotel,13,2017,May,22,29,1,2,1,0,0,BB,SWE,Direct,Direct,1,1,1,A,A,0,No Deposit,NULL,NULL,0,Transient,95,0,0
12864,City Hotel,181,2017,June,23,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58,NULL,0,Transient,100,0,0
12865,Resort Hotel,60,2017,July,27,2,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240,NULL,0,Transient,202,0,1
12866,City Hotel,169,2017,June,23,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,170,0,0
12867,Resort Hotel,221,2017,August,34,21,2,5,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,187.88,0,1
12868,City Hotel,414,2017,July,28,13,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,6,NULL,0,Transient-Party,80,0,0
12869,Resort Hotel,6,2017,April,15,10,1,2,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,A,5,No Deposit,250,NULL,0,Transient,123.28,0,0
12870,City Hotel,49,2017,April,14,7,1,2,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,126,0,4
12871,City Hotel,19,2017,April,17,28,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8,NULL,0,Transient,290.01,0,3
12872,City Hotel,20,2017,July,28,11,0,3,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,NULL,238,0,Transient,65,0,0
12873,City Hotel,146,2017,June,25,20,0,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,108,0,0
12874,City Hotel,59,2017,May,19,8,1,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NULL,0,Transient,125.8,0,1
12875,City Hotel,11,2017,July,29,21,2,2,2,0,1,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,159,NULL,0,Transient,139,0,1
12876,City Hotel,396,2017,June,26,25,2,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
12877,City Hotel,129,2017,June,22,2,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,154,NULL,0,Transient,130,0,0
12878,City Hotel,414,2017,July,28,13,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,122.4,0,1
12879,City Hotel,0,2017,August,35,27,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,80.1,0,1
12880,City Hotel,68,2017,April,16,21,0,2,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,3
12881,City Hotel,80,2017,August,31,3,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145,0,1
12882,Resort Hotel,36,2017,April,14,3,3,6,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314,NULL,0,Transient,111.78,0,0
12883,City Hotel,128,2017,June,25,19,1,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0
12884,Resort Hotel,265,2017,June,26,26,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,70.2,0,0
12885,City Hotel,7,2017,April,17,26,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,40,0,Transient,66,1,0
12886,City Hotel,75,2017,April,13,1,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126,0,1
12887,City Hotel,177,2017,May,19,8,1,5,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,112.5,0,2
12888,City Hotel,94,2017,May,20,14,2,0,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9,NULL,0,Transient,117,0,0
12889,Resort Hotel,202,2017,June,25,20,0,1,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,NULL,0,Transient,80,0,0
12890,City Hotel,437,2017,June,23,6,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0
12891,City Hotel,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0
12892,Resort Hotel,388,2017,May,21,25,0,3,1,0,0,BB,CN,Groups,TA/TO,0,0,0,E,E,1,No Deposit,96,NULL,0,Transient-Party,72,0,0
12893,City Hotel,280,2017,August,32,8,1,5,2,0,0,SC,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.1,0,2
12894,Resort Hotel,17,2017,April,15,12,0,3,2,2,0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,183.33,0,0
12895,City Hotel,35,2017,July,30,26,0,3,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,210,0,1
12896,City Hotel,0,2017,May,22,29,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,12,0,0
12897,City Hotel,49,2017,June,24,15,0,3,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,180,0,1
12898,City Hotel,10,2017,May,21,22,1,2,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,201.33,0,1
12899,City Hotel,182,2017,August,33,16,0,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,235,0,0
12900,City Hotel,90,2017,April,16,19,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,NULL,0,Transient-Party,100,0,0
12901,City Hotel,125,2017,April,16,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33,NULL,0,Transient,85,0,0
12902,City Hotel,230,2017,August,31,2,1,4,2,1,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,1
12903,Resort Hotel,30,2017,April,15,14,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,76.67,0,0
12904,City Hotel,265,2017,June,24,12,1,4,2,1,0,HB,IRN,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,NULL,0,Transient,177.7,0,2
12905,City Hotel,90,2017,May,20,18,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135,0,3
12906,Resort Hotel,20,2017,June,25,22,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,140,0,1
12907,City Hotel,83,2017,April,15,10,1,0,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,177.75,0,3
12908,City Hotel,212,2017,June,22,2,1,2,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,20,NULL,0,Transient-Party,127.33,0,0
12909,City Hotel,7,2017,May,20,18,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,474,NULL,0,Transient-Party,215,0,0
12910,City Hotel,52,2017,May,21,27,2,2,2,0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NULL,0,Transient,198,0,0
12911,City Hotel,72,2017,August,35,31,0,3,2,0,0,BB,POL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,134.82,0,1
12912,City Hotel,274,2017,August,33,14,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1
12913,City Hotel,78,2017,April,17,25,0,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,1
12914,Resort Hotel,1,2017,July,28,11,0,1,2,0,0,BB,PRT,Corporate,Corporate,1,2,2,E,E,0,No Deposit,NULL,543,0,Transient,119.7,0,3
12915,Resort Hotel,20,2017,June,23,8,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,140,0,1
12916,Resort Hotel,303,2017,July,27,4,0,5,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,107.38,0,1
12917,City Hotel,127,2017,August,32,8,0,2,2,2,0,BB,CN,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,83,NULL,0,Transient,217.3,0,0
12918,City Hotel,25,2017,June,26,27,0,1,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,280,0,Transient-Party,100,0,0
12919,City Hotel,238,2017,June,25,18,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,117,0,1
12920,City Hotel,2,2017,May,19,7,2,1,1,0,0,BB,PRT,Aviation,Corporate,1,0,2,D,D,0,No Deposit,NULL,153,0,Transient,110,0,0
12921,City Hotel,219,2017,April,15,12,0,4,0,2,0,BB,SWE,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,101.25,0,0
12922,City Hotel,10,2017,May,20,19,0,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,165,0,0
12923,City Hotel,42,2017,June,25,19,1,3,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,150,0,0
12924,City Hotel,69,2017,April,14,6,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,NULL,197,0,Transient,85,0,0
12925,Resort Hotel,162,2017,August,31,1,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,NULL,0,Transient,134.86,0,0
12926,Resort Hotel,345,2017,May,21,26,2,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241,NULL,0,Transient,92.4,0,1
12927,City Hotel,82,2017,May,18,2,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,NULL,0,Transient,89.1,0,0
12928,Resort Hotel,45,2017,June,24,17,2,5,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,186.29,1,1
12929,Resort Hotel,84,2017,June,26,28,0,3,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,NULL,525,0,Transient-Party,129.33,1,0
12930,City Hotel,165,2017,May,20,19,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,225,0,0
12931,Resort Hotel,411,2017,May,22,31,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,71.1,0,0
12932,City Hotel,36,2017,April,15,14,1,2,2,2,0,BB,BRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14,NULL,0,Transient,261.67,0,0
12933,City Hotel,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0
12934,City Hotel,121,2017,June,26,29,0,1,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,230,0,0
12935,City Hotel,215,2017,August,34,25,0,1,2,2,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,215,0,0
12936,City Hotel,186,2017,June,26,28,0,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient-Party,117,0,0
12937,City Hotel,75,2017,April,14,5,0,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,132,NULL,0,Transient-Party,85,0,0
12938,City Hotel,173,2017,July,31,30,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,NULL,0,Transient,80.1,0,0
12939,Resort Hotel,211,2017,April,14,6,2,5,2,1,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,107.83,0,0
12940,City Hotel,141,2017,July,28,15,2,4,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141.3,0,1
12941,Resort Hotel,91,2017,June,23,6,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,150,0,1
12942,City Hotel,434,2017,June,22,3,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0
12943,City Hotel,50,2017,August,34,25,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,2
12944,City Hotel,26,2017,May,20,17,0,2,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,474,NULL,0,Transient-Party,130,0,0
12945,City Hotel,139,2017,August,34,26,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,195,0,1
12946,Resort Hotel,111,2017,August,34,24,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,230,0,1
12947,City Hotel,143,2017,August,32,12,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0
12948,City Hotel,465,2017,July,30,26,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,0
12949,Resort Hotel,48,2017,August,35,28,1,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,230,0,0
12950,City Hotel,99,2017,May,18,2,0,3,1,0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,105,0,0
12951,City Hotel,1,2017,June,24,15,2,3,1,0,0,BB,PRT,Aviation,Corporate,1,0,1,D,D,0,No Deposit,NULL,153,0,Transient,110,0,1
12952,City Hotel,6,2017,April,14,3,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,290,NULL,0,Transient,119,0,0
12953,City Hotel,189,2017,July,29,16,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0
12954,Resort Hotel,142,2017,August,34,26,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NULL,0,Transient,289.86,0,2
12955,City Hotel,109,2017,June,26,30,1,2,3,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0
12956,City Hotel,17,2017,July,28,13,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,170,0,0
12957,Resort Hotel,282,2017,June,24,16,2,5,2,1,0,BB,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250,NULL,0,Transient-Party,120.6,0,0
12958,City Hotel,232,2017,July,30,24,1,2,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,148.5,0,1
12959,City Hotel,226,2017,June,24,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,NULL,0,Transient,105,0,0
12960,Resort Hotel,1,2017,June,22,1,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,384,0,Transient-Party,75,0,0
12961,City Hotel,64,2017,August,31,3,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,140,0,1
12962,City Hotel,23,2017,August,33,18,0,1,3,1,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NULL,0,Transient,264,1,1
